Result Date,E. coli - counts Flag,E. coli - counts,E. coli - MPN Flag,E. coli - MPN MPN/100ml,Enterococcus  Flag,Enterococcus  MPN/100ml,Station
2023-06-25 00:00,,,,86,,10,64247
2023-06-24 00:00,,,,10,<,10,64247
2023-06-23 00:00,,,,10,<,10,64247
2023-06-22 00:00,,,,20,<,10,64247
2023-06-21 00:00,,,<,10,,20,64247
2023-06-20 00:00,,,<,10,<,10,64247
2023-06-19 00:00,,,,20,,10,64247
2023-06-18 00:00,,,,31,,30,64247
2023-06-17 00:00,,,,20,,10,64247
2023-06-16 00:00,,,,31,,31,64247
2023-06-15 00:00,,,,41,<,10,64247
2023-06-14 00:00,,,<,10,<,10,64247
2023-06-13 00:00,,,<,10,<,10,64247
2023-06-12 00:00,,,<,10,<,10,64247
2023-06-11 00:00,,,,10,<,10,64247
2023-06-10 00:00,,,<,10,<,10,64247
2023-06-09 00:00,,,,41,,10,64247
2023-06-08 00:00,,,,20,,20,64247
2023-06-07 00:00,,,,52,,75,64247
2023-06-06 00:00,,,,31,,31,64247
2023-06-05 00:00,,,<,10,<,10,64247
2023-06-04 00:00,,,,10,,10,64247
2023-06-03 00:00,,,<,10,,10,64247
2023-06-02 00:00,,,,10,<,10,64247
2023-06-01 00:00,,,<,10,<,10,64247
2023-05-31 00:00,,,<,10,<,10,64247
2023-05-30 00:00,,,<,10,<,10,64247
2023-05-29 00:00,,,<,10,<,10,64247
2023-05-28 00:00,,,,10,<,10,64247
2023-05-27 00:00,,,<,10,<,10,64247
2023-05-26 00:00,,,<,10,,10,64247
2023-05-25 00:00,,,<,10,<,10,64247
2023-05-24 00:00,,,<,10,<,10,64247
2023-05-23 00:00,,,<,10,<,10,64247
2023-05-22 00:00,,,<,10,<,10,64247
2023-05-21 00:00,,,<,10,<,10,64247
2023-05-20 00:00,,,<,10,<,10,64247
2023-05-19 00:00,,,<,10,<,10,64247
2023-05-18 00:00,,,<,10,<,10,64247
2023-05-17 00:00,,,<,10,<,10,64247
2022-09-22 00:00,,,,,,,64247
2022-09-21 00:00,,,,345,,960,64247
2022-09-20 00:00,,,,31,,31,64247
2022-09-19 00:00,,,<,10,<,10,64247
2022-09-18 00:00,,,,10,<,10,64247
2022-09-17 00:00,,,,52,,52,64247
2022-09-16 00:00,,,,73,<,10,64247
2022-09-15 00:00,,,<,10,,10,64247
2022-09-14 00:00,,,<,10,<,10,64247
2022-09-13 00:00,,,,10,<,10,64247
2022-09-12 00:00,,,,62,,10,64247
2022-09-11 00:00,,,,10,<,10,64247
2022-09-10 00:00,,,,148,,10,64247
2022-09-09 00:00,,,<,10,<,10,64247
2022-09-08 00:00,,,,41,<,10,64247
2022-09-07 00:00,,,,96,<,10,64247
2022-09-06 00:00,,,,275,,10,64247
2022-09-05 00:00,,,,160,,10,64247
2022-09-04 00:00,,,,20,<,10,64247
2022-09-03 00:00,,,,10,<,10,64247
2022-09-02 00:00,,,,86,<,10,64247
2022-09-01 00:00,,,,10,,20,64247
2022-08-31 00:00,,,,10,<,10,64247
2022-08-30 00:00,,,,63,,20,64247
2022-08-29 00:00,,,,30,,10,64247
2022-08-28 00:00,,,,41,<,10,64247
2022-08-27 00:00,,,,855,,173,64247
2022-08-26 00:00,,,,201,,10,64247
2022-08-25 00:00,,,,145,,10,64247
2022-08-24 00:00,,,,422,,171,64247
2022-08-23 00:00,,,,41,<,10,64247
2022-08-22 00:00,,,,63,<,10,64247
2022-08-21 00:00,,,,41,,10,64247
2022-08-20 00:00,,,,110,,10,64247
2022-08-19 00:00,,,,10,<,10,64247
2022-08-18 00:00,,,,134,<,10,64247
2022-08-17 00:00,,,,195,,20,64247
2022-08-16 00:00,,,,63,<,10,64247
2022-08-15 00:00,,,,298,,359,64247
2022-08-14 00:00,,,,173,,31,64247
2022-08-13 00:00,,,,41,<,10,64247
2022-08-12 00:00,,,,31,<,10,64247
2022-08-11 00:00,,,<,10,<,10,64247
2022-08-10 00:00,,,,109,,52,64247
2022-08-09 00:00,,,,145,,74,64247
2022-08-08 00:00,,,,10,<,10,64247
2022-08-07 00:00,,,,20,,10,64247
2022-08-06 00:00,,,,30,,10,64247
2022-08-05 00:00,,,<,10,<,10,64247
2022-08-04 00:00,,,<,10,<,10,64247
2022-08-03 00:00,,,,31,<,10,64247
2022-08-02 00:00,,,,30,<,10,64247
2022-08-01 00:00,,,,31,,10,64247
2022-07-31 00:00,,,,61,,10,64247
2022-07-30 00:00,,,<,10,<,10,64247
2022-07-29 00:00,,,,10,,10,64247
2022-07-28 00:00,,,,31,,20,64247
2022-07-27 00:00,,,,31,<,10,64247
2022-07-26 00:00,,,,63,,30,64247
2022-07-25 00:00,,,<,10,<,10,64247
2022-07-24 00:00,,,,10,<,10,64247
2022-07-23 00:00,,,<,10,<,10,64247
2022-07-22 00:00,,,<,10,<,10,64247
2022-07-21 00:00,,,,10,,10,64247
2022-07-20 00:00,,,,31,,20,64247
2022-07-19 00:00,,,,10,<,10,64247
2022-07-18 00:00,,,<,10,<,10,64247
2022-07-17 00:00,,,,10,<,10,64247
2022-07-16 00:00,,,,20,<,10,64247
2022-07-15 00:00,,,,158,,31,64247
2022-07-14 00:00,,,,41,,20,64247
2022-07-13 00:00,,,,10,,10,64247
2022-07-12 00:00,,,<,10,<,10,64247
2022-07-10 00:00,,,,20,<,10,64247
2022-07-09 00:00,,,,41,,10,64247
2022-07-08 00:00,,,,31,,10,64247
2022-07-07 00:00,,,<,10,,10,64247
2022-07-06 00:00,,,<,10,<,10,64247
2022-07-05 00:00,,,<,10,<,10,64247
2022-07-04 00:00,,,,246,,30,64247
2022-07-03 00:00,,,<,10,<,10,64247
2022-07-02 00:00,,,<,10,<,10,64247
2022-07-01 00:00,,,,63,,20,64247
2022-06-30 00:00,,,<,10,<,10,64247
2022-06-29 00:00,,,,31,<,10,64247
2022-06-28 00:00,,,,20,<,10,64247
2022-06-27 00:00,,,<,10,<,10,64247
2022-06-26 00:00,,,,74,,10,64247
2022-06-25 00:00,,,,10,,10,64247
2022-06-24 00:00,,,<,10,,75,64247
2022-06-23 00:00,,,<,10,<,10,64247
2022-06-22 00:00,,,<,10,<,10,64247
2022-06-21 00:00,,,,10,<,10,64247
2022-06-20 00:00,,,,52,,52,64247
2022-06-19 00:00,,,,10,<,10,64247
2022-06-18 00:00,,,<,10,<,10,64247
2022-06-17 00:00,,,<,10,<,10,64247
2022-06-16 00:00,,,<,10,<,10,64247
2022-06-15 00:00,,,,41,,31,64247
2022-06-14 00:00,,,,41,<,10,64247
2022-06-13 00:00,,,<,10,<,10,64247
2022-06-12 00:00,,,,10,,10,64247
2022-06-11 00:00,,,<,10,<,10,64247
2022-06-10 00:00,,,<,10,<,10,64247
2022-06-09 00:00,,,<,10,<,10,64247
2022-06-08 00:00,,,<,10,<,10,64247
2022-06-07 00:00,,,<,10,<,10,64247
2022-06-06 00:00,,,<,10,<,10,64247
2022-06-05 00:00,,,<,10,<,10,64247
2022-06-04 00:00,,,<,10,<,10,64247
2022-06-03 00:00,,,,20,,20,64247
2022-06-02 00:00,,,<,10,<,10,64247
2022-06-01 00:00,,,<,10,,41,64247
2022-05-31 00:00,,,<,10,<,10,64247
2022-05-30 00:00,,,<,10,<,10,64247
2022-05-29 00:00,,,,10,,10,64247
2022-05-28 00:00,,,<,10,<,10,64247
2022-05-27 00:00,,,<,10,,10,64247
2022-05-26 00:00,,,<,10,<,10,64247
2022-05-25 00:00,,,,10,<,10,64247
2022-05-24 00:00,,,<,10,<,10,64247
2022-05-23 00:00,,,<,10,,20,64247
2022-05-22 00:00,,,<,10,<,10,64247
2022-05-21 00:00,,,<,10,<,10,64247
2022-05-20 00:00,,,<,10,<,10,64247
2022-05-19 00:00,,,,10,<,10,64247
2022-05-18 00:00,,,,10,,52,64247
2023-09-15 00:00,,,,,,,64248
2023-09-13 00:00,,,,272,<,10,64248
2023-09-12 00:00,,,,1019,,213,64248
2023-09-11 00:00,,,<,10,<,10,64248
2023-09-10 00:00,,,,31,,20,64248
2023-09-09 00:00,,,,10,<,10,64248
2023-09-08 00:00,,,,10,<,10,64248
2023-09-07 00:00,,,,20,<,10,64248
2023-09-06 00:00,,,<,10,<,10,64248
2023-09-05 00:00,,,<,10,,20,64248
2023-09-04 00:00,,,<,10,<,10,64248
2023-09-03 00:00,,,<,10,<,10,64248
2023-09-02 00:00,,,,20,,10,64248
2023-09-01 00:00,,,,148,,31,64248
2023-08-31 00:00,,,,11199,,2143,64248
2023-08-30 00:00,,,,75,,10,64248
2023-08-29 00:00,,,<,10,<,10,64248
2023-08-28 00:00,,,,20,,171,64248
2023-08-27 00:00,,,,63,,31,64248
2023-08-26 00:00,,,,10,<,10,64248
2023-08-25 00:00,,,<,10,,10,64248
2023-08-24 00:00,,,,41,,52,64248
2023-08-23 00:00,,,,63,,30,64248
2023-08-22 00:00,,,,323,,86,64248
2023-08-21 00:00,,,<,10,<,10,64248
2023-08-20 00:00,,,,52,<,10,64248
2023-08-19 00:00,,,<,10,<,10,64248
2023-08-18 00:00,,,<,10,,20,64248
2023-08-17 00:00,,,<,10,<,10,64248
2023-08-16 00:00,,,,20,,10,64248
2023-08-15 00:00,,,,63,,84,64248
2023-08-14 00:00,,,<,10,<,10,64248
2023-08-13 00:00,,,,20,<,10,64248
2023-08-12 00:00,,,,265,,10,64248
2023-08-11 00:00,,,,62,,31,64248
2023-08-10 00:00,,,,110,,85,64248
2023-08-09 00:00,,,,86,,74,64248
2023-08-08 00:00,,,,41,,20,64248
2023-08-07 00:00,,,,10,,10,64248
2023-08-06 00:00,,,<,10,,10,64248
2023-08-05 00:00,,,,31,,20,64248
2023-08-04 00:00,,,,31,,10,64248
2023-08-03 00:00,,,<,10,<,10,64248
2023-08-02 00:00,,,,63,<,10,64248
2023-08-01 00:00,,,,199,,185,64248
2023-07-31 00:00,,,,74,,52,64248
2023-07-30 00:00,,,,269,,52,64248
2023-07-29 00:00,,,<,10,<,10,64248
2023-07-28 00:00,,,,63,,20,64248
2023-07-27 00:00,,,,20,,10,64248
2023-07-26 00:00,,,<,10,<,10,64248
2023-07-25 00:00,,,,10,,10,64248
2023-07-24 00:00,,,,10,<,10,64248
2023-07-23 00:00,,,,41,<,10,64248
2023-07-22 00:00,,,,20,,168,64248
2023-07-21 00:00,,,,135,<,10,64248
2023-07-20 00:00,,,,52,,10,64248
2023-07-19 00:00,,,<,10,<,10,64248
2023-07-18 00:00,,,,146,,63,64248
2023-07-17 00:00,,,,20,<,10,64248
2023-07-16 00:00,,,,10,<,10,64248
2023-07-15 00:00,,,<,10,<,10,64248
2023-07-14 00:00,,,,10,<,10,64248
2023-07-13 00:00,,,<,10,<,10,64248
2023-07-12 00:00,,,,10,<,10,64248
2023-07-11 00:00,,,,10,<,10,64248
2023-07-10 00:00,,,<,10,<,10,64248
2023-07-09 00:00,,,,20,<,10,64248
2023-07-08 00:00,,,<,10,<,10,64248
2023-07-07 00:00,,,,75,,10,64248
2023-07-06 00:00,,,,41,,10,64248
2023-07-05 00:00,,,,51,,10,64248
2023-07-04 00:00,,,,473,,253,64248
2023-07-03 00:00,,,,41,<,10,64248
2023-07-02 00:00,,,,10,<,10,64248
2023-07-01 00:00,,,<,10,<,10,64248
2023-06-30 00:00,,,<,10,<,10,64248
2023-06-29 00:00,,,,20,<,10,64248
2023-06-28 00:00,,,,10,<,10,64248
2023-06-27 00:00,,,,10,<,10,64248
2023-06-26 00:00,,,,173,,52,64248
2023-06-25 00:00,,,,31,<,10,64248
2023-06-24 00:00,,,<,10,<,10,64248
2023-06-23 00:00,,,,10,<,10,64248
2023-06-22 00:00,,,,31,<,10,64248
2023-06-21 00:00,,,<,10,<,10,64248
2023-06-20 00:00,,,<,10,<,10,64248
2023-06-19 00:00,,,<,10,<,10,64248
2023-06-18 00:00,,,,63,,20,64248
2023-06-17 00:00,,,,41,,20,64248
2023-06-16 00:00,,,,20,,20,64248
2023-06-15 00:00,,,,31,<,10,64248
2023-06-14 00:00,,,,10,<,10,64248
2023-06-13 00:00,,,<,10,<,10,64248
2023-06-12 00:00,,,<,10,<,10,64248
2023-06-11 00:00,,,,10,<,10,64248
2023-06-10 00:00,,,,10,<,10,64248
2023-06-09 00:00,,,<,10,<,10,64248
2023-06-08 00:00,,,,52,,31,64248
2023-06-07 00:00,,,,146,,63,64248
2023-06-06 00:00,,,,10,,31,64248
2023-06-05 00:00,,,<,10,<,10,64248
2023-06-04 00:00,,,<,10,,20,64248
2023-06-03 00:00,,,,31,<,10,64248
2023-06-02 00:00,,,<,10,<,10,64248
2023-06-01 00:00,,,,20,<,10,64248
2023-05-31 00:00,,,<,10,<,10,64248
2023-05-30 00:00,,,<,10,<,10,64248
2023-05-29 00:00,,,<,10,<,10,64248
2023-05-28 00:00,,,<,10,<,10,64248
2023-05-27 00:00,,,<,10,<,10,64248
2023-05-26 00:00,,,<,10,,10,64248
2023-05-25 00:00,,,<,10,<,10,64248
2023-05-24 00:00,,,<,10,<,10,64248
2023-05-23 00:00,,,<,10,<,10,64248
2023-05-22 00:00,,,<,10,,10,64248
2023-05-21 00:00,,,<,10,<,10,64248
2023-05-20 00:00,,,<,10,<,10,64248
2023-05-19 00:00,,,<,10,<,10,64248
2023-05-18 00:00,,,<,10,<,10,64248
2023-05-17 00:00,,,<,10,<,10,64248
2022-09-22 00:00,,,,,,,64248
2022-09-21 00:00,,,,880,,1145,64248
2022-09-20 00:00,,,,85,,41,64248
2022-09-19 00:00,,,,41,,10,64248
2022-09-18 00:00,,,,20,,20,64248
2022-09-17 00:00,,,,41,,20,64248
2022-09-16 00:00,,,,63,,10,64248
2022-09-15 00:00,,,<,10,<,10,64248
2022-09-14 00:00,,,,10,,41,64248
2022-09-13 00:00,,,<,10,<,10,64248
2022-09-12 00:00,,,,20,<,10,64248
2022-09-11 00:00,,,,31,<,10,64248
2022-09-10 00:00,,,,134,<,10,64248
2022-09-09 00:00,,,<,10,,10,64248
2022-09-08 00:00,,,,86,<,10,64248
2022-09-07 00:00,,,,173,<,10,64248
2022-09-06 00:00,,,,331,,30,64248
2022-09-05 00:00,,,,379,,63,64248
2022-09-04 00:00,,,,20,<,10,64248
2022-09-03 00:00,,,,677,<,10,64248
2022-09-02 00:00,,,,52,<,10,64248
2022-09-01 00:00,,,,20,<,10,64248
2022-08-31 00:00,,,,31,<,10,64248
2022-08-30 00:00,,,,10,,41,64248
2022-08-29 00:00,,,,10,<,10,64248
2022-08-28 00:00,,,<,10,<,10,64248
2022-08-27 00:00,,,,548,,41,64248
2022-08-26 00:00,,,,231,<,10,64248
2022-08-25 00:00,,,,187,,31,64248
2022-08-24 00:00,,,,281,,203,64248
2022-08-23 00:00,,,,52,<,10,64248
2022-08-22 00:00,,,,98,<,10,64248
2022-08-21 00:00,,,,62,<,10,64248
2022-08-20 00:00,,,,31,<,10,64248
2022-08-19 00:00,,,<,10,<,10,64248
2022-08-18 00:00,,,,41,<,10,64248
2022-08-17 00:00,,,,108,,10,64248
2022-08-16 00:00,,,,31,<,10,64248
2022-08-15 00:00,,,,279,,399,64248
2022-08-14 00:00,,,,110,,10,64248
2022-08-13 00:00,,,,98,,10,64248
2022-08-12 00:00,,,,52,<,10,64248
2022-08-11 00:00,,,<,10,<,10,64248
2022-08-10 00:00,,,,98,,41,64248
2022-08-09 00:00,,,,135,,86,64248
2022-08-08 00:00,,,,135,,86,64248
2022-08-07 00:00,,,,10,<,10,64248
2022-08-06 00:00,,,,10,<,10,64248
2022-08-05 00:00,,,,10,<,10,64248
2022-08-04 00:00,,,,10,<,10,64248
2022-08-03 00:00,,,,30,<,10,64248
2022-08-02 00:00,,,,20,<,10,64248
2022-08-01 00:00,,,,10,<,10,64248
2022-07-31 00:00,,,,84,<,10,64248
2022-07-30 00:00,,,,20,,10,64248
2022-07-29 00:00,,,,10,,10,64248
2022-07-28 00:00,,,,86,,86,64248
2022-07-27 00:00,,,<,10,<,10,64248
2022-07-26 00:00,,,,86,,10,64248
2022-07-25 00:00,,,,31,<,10,64248
2022-07-24 00:00,,,,10,<,10,64248
2022-07-23 00:00,,,,31,<,10,64248
2022-07-22 00:00,,,<,10,<,10,64248
2022-07-21 00:00,,,<,10,<,10,64248
2022-07-20 00:00,,,,52,,31,64248
2022-07-19 00:00,,,,10,<,10,64248
2022-07-18 00:00,,,,10,,10,64248
2022-07-17 00:00,,,,10,,10,64248
2022-07-16 00:00,,,,10,,10,64248
2022-07-15 00:00,,,,31,,10,64248
2022-07-14 00:00,,,,52,,10,64248
2022-07-13 00:00,,,,41,<,10,64248
2022-07-12 00:00,,,<,10,<,10,64248
2022-07-10 00:00,,,,52,<,10,64248
2022-07-09 00:00,,,,75,,20,64248
2022-07-08 00:00,,,<,10,<,10,64248
2022-07-07 00:00,,,,31,,10,64248
2022-07-06 00:00,,,<,10,,10,64248
2022-07-05 00:00,,,,20,<,10,64248
2022-07-04 00:00,,,,216,,10,64248
2022-07-03 00:00,,,<,10,,10,64248
2022-07-02 00:00,,,,10,<,10,64248
2022-07-01 00:00,,,,41,,30,64248
2022-06-30 00:00,,,,20,<,10,64248
2022-06-29 00:00,,,,120,<,10,64248
2022-06-28 00:00,,,,10,,10,64248
2022-06-27 00:00,,,<,10,<,10,64248
2022-06-26 00:00,,,,31,,31,64248
2022-06-25 00:00,,,,10,,10,64248
2022-06-24 00:00,,,,31,<,10,64248
2022-06-23 00:00,,,<,10,<,10,64248
2022-06-22 00:00,,,<,10,<,10,64248
2022-06-21 00:00,,,,10,<,10,64248
2022-06-20 00:00,,,,97,,10,64248
2022-06-19 00:00,,,,120,,52,64248
2022-06-18 00:00,,,<,10,<,10,64248
2022-06-17 00:00,,,<,10,<,10,64248
2022-06-16 00:00,,,<,10,<,10,64248
2022-06-15 00:00,,,,131,,30,64248
2022-06-14 00:00,,,,52,,31,64248
2022-06-13 00:00,,,<,10,<,10,64248
2022-06-12 00:00,,,<,10,<,10,64248
2022-06-11 00:00,,,<,10,<,10,64248
2022-06-10 00:00,,,<,10,<,10,64248
2022-06-09 00:00,,,<,10,<,10,64248
2022-06-08 00:00,,,<,10,,10,64248
2022-06-07 00:00,,,<,10,<,10,64248
2022-06-06 00:00,,,<,10,<,10,64248
2022-06-05 00:00,,,<,10,<,10,64248
2022-06-04 00:00,,,<,10,,10,64248
2022-06-03 00:00,,,,86,,10,64248
2022-06-02 00:00,,,<,10,<,10,64248
2022-06-01 00:00,,,<,10,,175,64248
2022-05-31 00:00,,,,10,<,10,64248
2022-05-30 00:00,,,<,10,,10,64248
2022-05-29 00:00,,,<,10,<,10,64248
2022-05-28 00:00,,,<,10,,10,64248
2022-05-27 00:00,,,<,10,<,10,64248
2022-05-26 00:00,,,<,10,<,10,64248
2022-05-25 00:00,,,<,10,<,10,64248
2022-05-24 00:00,,,,10,<,10,64248
2022-05-23 00:00,,,,31,,10,64248
2022-05-22 00:00,,,<,10,,10,64248
2022-05-21 00:00,,,<,10,<,10,64248
2022-05-20 00:00,,,<,10,<,10,64248
2022-05-19 00:00,,,<,10,,10,64248
2022-05-18 00:00,,,<,10,,10,64248